ExhibitionID,ExhibitionNumber,ExhibitionLabelvalue,datedebutvalue,annee_expo,datefinvalue,ExhibitionURL,Exhibitionvalue
,,For 25 Years: Gemini G.E.L.,,1991,,,Q110893384
,,Projects 32: Art Spiegelman,,1991,,,Q110893385
,,Recent Film from Germany,,1991,,,Q110893386
,,Lighting from the Sixties and Seventies,,1991,,,Q110893387
,,Committed Visions,,1992,,,Q110893390
,,From the Archives: Recent Acquisitions,,1992,,,Q110893389
,,Gay Block: Rescuers of the Holocaust,,1992,,,Q110893388
,,Frank Gehry: New Furniture Prototypes,,1992,,,Q110893391
,,The William S. Paley Collection,,1992,,,Q110893392
,,"New Acquisitions, Video: Joan Jonas, Nam June Paik, and William Wegman",,1992,,,Q110893394
,,Allegories of Modernism: Contemporary Drawing,,1992,,,Q110893393
,,Projects 33: Matthew McCaslin,,1992,,,Q110893398
,,Gertrude Käsebier: Photographer,,1992,,,Q110893399
,,Kaj Franck: Designer,,1992,,,Q110893397
,,Projects 34: Felix Gonzalez-Torres,,1992,,,Q110893402
,,More Than One Photography: Works Since 1980 from the Collection,,1992,,,Q110893401
,,Antoni Tàpies in Print,,1992,,,Q110893400
,,Louis I. Kahn: In the Realm of Architecture,,1992,,,Q110893406
,,"Modern Drawing, 1881–1938: Selections from the Collection",,1992,,,Q110893403
,,Philip Guston in the Collection of The Museum of Modern Art,,1992,,,Q110893404
,,"The Young Rebel in American Photography, 1950–1970",,1992,,,Q110893409
,,Projects 35: Steven Kroninger,,1992,,,Q110893407
,,Behind the Shield: Warner Bros. and the Studio System,,1992,,,Q110893405
,,The Photographs of Lucas Samaras: Selections from a Recent Gift,,1992,,,Q110893410
,,Projects 36: Erica Rothenberg,,1992,,,Q110893408
,,Henri Matisse: A Retrospective,,1992,,,Q110893413
,,"New Photography 8: Dieter Appelt, Ellen Brooks, Darrel Ellis, Dennis Farber, Robert Flynt, Mary Miss, Gundula Schulze and Toshio Shibata",,1992,,,Q110893418
,,Video: Two Decades,,1992,,,Q110893416
,,Projects 37: Suzanne Lafont,,1992,,,Q110893414
,,The Artist and the Book in Twentieth Century Italy,,1992,,,Q110893415
,,Projects 38: Jana Štěrbáck,,1992,,,Q110893419
,,Recent Acquisitions and a New Installation of Photography from the Collection,,1993,,,Q110893422
,,"Matisse, Picasso, and Les Demoiselles d'Avignon",,1993,,,Q110893420
,,Reading Prints,,1993,,,Q110893426
,,Projects 39: Georg Herold and Markus Oehlen,,1993,,,Q110893423
,,Max Ernst: Dada and the Dawn of Surrealism,,1993,,,Q110893427
,,Drawing in Black and White: Contemporary Works form the Collection,,1993,,,Q110893421
,,Dada and Surrealism: Selections from the Collection,,1993,,,Q110893431
,,Thinking is Form: The Drawings of Joseph Beuys,,1993,,,Q110893424
,,Philip-Lorca diCorcia: Strangers,,1993,,,Q110893430
,,Projects 40: Ready Made Identities,,1993,,,Q110893429
,,Thresholds/Santiago Calatrava: Structure and Expression,,1993,,,Q110893428
,,A Century of Cinema: Selections from the Museum's Special Collections,,1993,,,Q110893432
,,William Wegman's Cinderella,,1993,,,Q110893433
,,Latin American Artists of the Twentieth Century,,1993,,,Q110893435
,,Preview: The Tokyo International Forum by Rafael Viñoly Architects,,1993,,,Q110893436
,,Soundings: A Contemporary Score,,2013,,,Q110894048
,,Mike Kelley,,2013,,,Q110894060
,,Rain Room,,2013,,,Q110894041
,,Walid Raad,,2015,,,Q110894066
,,Painting and Sculpture Changes 2011,,2011,,,Q110893967
,,"Public Spaces Changes 2011; includes Paula Hayes, Nocturne of the Limax maximus",,2011,,,Q110893968
,,Staging Action: Performance in Photography Since 1960,,2011,,,Q110893969
,,"Plywood: Material, Process, Form",,2011,,,Q110893970
,,Standard Deviations: Types and Families in Contemporary Design,,2011,,,Q110893974
,,"Seeing Red: Hungarian Revolutionary Posters, 191",,2011,,,Q110893971
,,Projects 94: Henrik Olesen,,2011,,,Q110893972
,,I Am Still Alive: Politics and Everyday Life in Contemporary Drawing,,2011,,,Q110893977
,,"Impressions from South Africa, 1965 to Now",,2011,,,Q110893979
,,German Expressionism: The Graphic Impulse,,2011,,,Q110893983
,,Photography Collection: Rotation,,2011,,,Q110893987
,,Boris Mikhailov: Case History,,2011,,,Q110893991
,,Crafting Genre: Kathryn Bigelow,,2011,,,Q110893988
,,Cy Twombly: Sculpture,,2011,,,Q110893990
,,Harun Farocki: Images of War (at a Distance),,2011,,,Q110893994
,,Figure in the Garden,,2011,,,Q110893989
,,Projects 95: Runa Islam,,2011,,,Q110893992
,,194X-9/11: American Architects and the Cit,,2011,,,Q110893995
,,Young Architects Program 2011 (MoMA): Exhibition of Designs,,2011,,,Q110893993
,,"Full Steam Ahead, Ocean Travel Posters, 1930s",,2011,,,Q110893997
,,Carlito Carvalhosa: Sum of Days,,2011,,,Q110893998
,,Talk to Me: Design and the Communication Between People and Objects,,2011,,,Q110893996
,,"Gifted: Collectors and Drawings at MoMA, 1929–1983",,2011,,,Q110894002
,,"Thing/Thought: Fluxus Editions, 1962–1978",,2011,,,Q110894000
,,Diego Rivera: Murals for The Museum of Modern Art,,2011,,,Q110894003
,,"New Photography 2011: Moyra Davey, George Georgiou, Deana Lawson, Doug Rickard, Viviane Sassen, Zhang Dali",,2011,,,Q110894001
,,Sanja Iveković: Sweet Violence,,2011,,,Q110894006
,,Contemporary Galleries: 1980–Now,,2011,,,Q110894004
,,Projects 96: Haris Epaminonda,,2011,,,Q110894005
,,"New Photography 2010: Roe Ethridge, Elad Lassry, Alex Prager, and Amanda Ross-Ho",,2010,,,Q110893958
,,"Weimar Cinema, 1919–1933: Daydreams and Nightmares",,2010,,,Q110893963
,,Abstract Expressionist New York: Rock Papers Scissor,,2010,,,Q110893960
,,On Line: Drawing through the Twentieth Century,,2010,,,Q110893965
,,"Small Scale, Big Change: New Architectures of Social Engagement",,2010,,,Q110893959
,,Building Collections: Recent Acquisitions of Architecture,,2010,,,Q110893962
,,Andy Warhol: Motion Pictures,,2010,,,Q110893966
,,On to Pop,,2010,,,Q110893961
,,Paula Hayes: Nocturne of the Limax Maximus,,2010,,,Q110893964
,,Painting and Sculpture Changes 2012,,2012,,,Q110894007
,,James Rosenquist: F-111,,2012,,,Q110894009
,,Public Spaces Changes 2012,,2012,,,Q110894008
,,"Eugène Atget: ""Documents Pour Artistes",,2012,,,Q110894011
,,Foreclosed: Rehousing the American Dream,,2012,,,Q110894012
,,Tokyo 1955–1970: A New Avant-Garde,,2012,,,Q110894018
,,Shadow Monsters,,2012,,,Q110894019
,,Public Spaces Changes 2013,,2013,,,Q110894022
,,Painting and Sculpture Changes 2013,,2013,,,Q110894023
,,Inventing Abstraction: 1910–1925,,2012,,,Q110894021
,,Christian Marclay - The Clock,,2012,,,Q110894020
,,MoMA Media Lounge 2013,,2013,,,Q110894024
,,"Glamour Vérité - Paris/Hollywood: Cinema's ""Pour Vous"" Magazine, 1928–1940",,2013,,,Q110894027
,,Projects 99: Meiro Koizumi,,2013,,,Q110894025
,,Henri Labrouste: Structure Brought to Light,,2013,,,Q110894031
,,Bill Brandt: Shadow and Light,,2013,,,Q110894030
,,Applied Design,,2013,,,Q110894029
,,"Wait, Later this will be Nothing: Editions by Dieter Roth",,2013,,,Q110894028
,,Abstract Generation: Now in Print,,2013,,,Q110894033
,,A Trip from Here to There,,2013,,,Q110894032
,,Tilda Swinton: The Maybe,,2013,,,Q110894035
,,Claes Oldenburg: The Street and The Store;  Claes Oldenburg: Mouse Museum/Ray Gun Wing,,2013,,,Q110894038
,,"Hand Signals: Digits, Fists, and Talons",,2013,,,Q110894037
,,XL: 19 New Acquisitions,,2013,,,Q110894039
,,Ellsworth Kelly: Chatham Series,,2013,,,Q110894042
,,Le Corbusier: An Atlas of Modern Landscapes,,2013,,,Q110894043
,,Projects 100: Akram Zaatari,,2013,,,Q110894040
,,Walker Evans American Photographs,,2013,,,Q110894046
,,Young Architects Program 2013 (MoMA): Exhibition of Designs,,2013,,,Q110894044
,,Carol Bove: The Equinox,,2013,,,Q110894047
,,Olafur Eliasson - Ventilator,,2013,,,Q110894050
,,Cut 'n' Paste: From Architectural Assemblage to Collage City,,2013,,,Q110894045
,,Images of an Infinite Film,,2013,,,Q110894051
,,American Modern: Hopper to O'Keeffe,,2013,,,Q110894049
,,Magritte: The Mystery of the Ordinary 1926–1938,,2013,,,Q110894055
,,"Dorothea Rockburne: ""Drawing Which Makes Itself""",,2013,,,Q110894054
,,New Photography 2013,,2013,,,Q110894052
,,"""And Martin"" performance by Brendan Fowler in conjunction with the exhibition, New Photography",,2013,,,Q110894053
,,Dante Ferretti: Design and Construction for the Cinema,,2013,,,Q110894056
,,"There Will Never Be Silence: Scoring John Cage's ""4'33""""",,2013,,,Q110894059
,,Designing Modern Women 1890–1990,,2013,,,Q110894058
,,Alibis: Sigmar Polke 1963-2010,,2014,,,Q110894062
,,The Paris of Toulouse-Lautrec: Prints and Posters,,2014,,,Q110894063
,,Isa Genzken: Retrospective,,2013,,,Q110894061
,,Sturtevant: Double Trouble,,2014,,,Q110894064
,,Uneven Growth: Tactical Urbanisms for Expanding Megacities,,2014,,,Q110894065
,,Children's Festival of Modern Art,,1942-1943,,,Q110894090
,,Joaquín Torres-García: The Arcadian Modern,,2015,,,Q110894067
,,Francis Picabia: Our Heads Are Round so Our Thoughts Can Change Direction,,2016,,,Q110894070
,,Bruce Conner: It’s All True,,2016,,,Q110894069
,,Robert Rauschenberg: Among Friends,,2017,,,Q110894071
,,Charles White: A Retrospective,,2018,,,Q110894075
,,Adrian Piper: A Synthesis of Intuitions 1965-2016,,2018,,,Q110894074
,,Wolfgang Laib,,2013,,,Q110894026
,,9 Scripts from a Nation at War,,2012,,,Q110894010
,,Francis Alÿs: A Story of Deception,,2011,,,Q110893986
,,de Kooning: A Retrospective,,2011,,,Q110893999
,,Tarsila do Amaral: Inventing Modern Art in Brazil,,2018,,,Q110894073
,,French Film Posters,,January 15-March 15 1983,,,Q110953301
,,Recent Acquisitions,,Aug 7- Nov 22 1991,,,Q110953463
,,Recent Acquisitions,,July 25 - November 5 1950,,,Q110954671
,,Recent Acquisitions,,March 28- May 7 1950,,,Q110954672
,,Claes Oldenburg,,September 23- November 30 1969,,,Q110954668
,,Alighiero Boetti: Game Plan,,July 1- October 1 2012,,,Q110953467
,,Paris Salon,,April 26- September 26 2000,,,Q110953466
,,Cindy Sherman,,2012,,,Q110953314
,,"Man Ray, 1890–1976",,"1976: Man Ray, 1890–1976",,,Q110953230
,,Selections from the Art Lending Service,,Oct 2- Nov 4 1980,,,Q110953460
,,Painting and Sculpture from the Museum Collection,,November 5 1969,,,Q110954670
,,Recent Acquisitions in Painting and Sculpture,,September 240 November 17 1946,,,Q110954673
,,Fifteen Polish Painters,,August 1 - October 3 1961,,,Q110954669
,,The Artist as His Subject,,June 6 -September 17 1967,,,Q110954674
,,Selections from the Collection,,September 9-February 17 1992,,,Q110953464
,,Contemporary Works from the Collection,,November 6-March 31 1986,,,Q110953303
,,Installation from the Department of Drawings,,Nov 3-16 1983,,,Q110953461
,,Contemporary Works from the Collection,,"November 1, 1990",,,Q110953462
,,Contemporary Works from the Collection,,July 1- August 22 1993,,,Q110953465
,,Looking at Music 3.0,,2011,,,Q110953311
,,Contemporary Design from the Netherlands,,1996,,,Q110953246
,,"Printin,' in conjunction with the exhibition, Print/Out",,2012,,,Q110953312
,,Born out of Necessity,,2012,,,Q110953315
,,Exquisite Corpses: Drawing and Disfiguration,,2012,,,Q110953316
,,"Print/Out, in conjunction with the exhibition, Printin'",,2012,,,Q110953313
,,The Modern Restaurant Window - Andrea Zittell,,2012,,,Q110953318
,,Kraftwerk - Retrospective 1 2 3 4 5 6 7 8,,2012,,,Q110953322
,,Projects 97: Mark Boulos,,2012,,,Q110953317
,,"Electric Currents, 1900–1940",,2012,,,Q110953321
,,"The Shaping of New Visions: Photograph, Film, Photobook",,2012,,,Q110953323
,,New to the Print Collection: Matisse to Bourgeois,,2012,,,Q110953326
,,"Shaping Modernity: Design 1880–1980, Part 2",,2012,,,Q110953320
,,Taryn Simon: A Living Man Declared Dead and Other Chapters I–XVIII,,2012,,,Q110953324
,,Ecstatic Alphabets/Heaps of Language,,2012,,,Q110953325
,,Young Architects Program 2012 (MoMA): Exhibition of Designs,,2012,,,Q110953327
,,Nara Convention Hall International Design Competition,,1992,,,Q110953244
,,Doug Aitken: Sleepwalkers,,2007,,,Q110953310
,,"Artist's Choice: Herzog and De Meuron, Perception Restrained",,2006,,,Q110953309
,,Eyes Closed/Eyes Open: Recent Acquisitions in Drawings,,August 9 2012 to January 7 2013,,,Q110953470
,,Quay Brothers: On Deciphering the Pharmacist's Prescription for Lip-Reading Puppets,,August 12 2012- January 7 2013,,,Q110953471
,,"Century of the Child: Growing by Design, 1900–2000",,July 29- November 5 2012,,,Q110953468
,,9+1 Ways of Being Political: 50 Years of Political Stances in Architecture and Urban Design,,September 12 2012- March 25 2013,,,Q110953474
,,Performing Histories (1),,September 12 2012-March 13,,,Q110953475
,,Edvard Munch: The Scream,,October 24 2012-April 29 2013,,,Q110953479
,,Projects 98: Slavs and Tatars,,August 15- December 10 2012,,,Q110953472
,,Bruce Nauman: The 1980s,,August 22 2012-June 23 2013,,,Q110953473
,,"Alina Szapocznikow: Sculpture Undone, 1955–1972",,October 7 2012-January 28 2013,,,Q110953478
,,New Photography,,October 3 2012-February 4 2014,,,Q110953476
,,Goldfinger: The Design of an Iconic Film Title,,October 5 2012-March 18 2013,,,Q110953477
,,Artist's Choice: Trisha Donnelly,,November 9 2012-July 28 2013,,,Q110953480
,,Stills,,1994,,,Q110893477
,,Recent Acquisitions: Photography,,1995,,,Q110893497
,,Leon Levinstein,,1995,,,Q110893521
,,Recent Acquisitions,,1995,,,Q110893500
,,Bruce Nauman,,1995,,,Q110893506
,,Robert Ryman,,1993,,,Q110893447
,,Machine Art,,1995,,,Q110893503
,,Projects 53: Oliver Herring/Leo Nilson,,1996,,,Q110893535
,,Michael Schmidt: Einheit (U-NI-TY),,1996,,,Q110893537
,,"Brancusi: A Special Installation, Selected Masterworks from the Musee de l'Art Moderne, Paris and from The Museum of Modern Art, New York",,1996,,,Q110893538
,,Sol LeWitt Prints,,1996,,,Q110893539
,,Lilly Reich: Designer and Architect,,1996,,,Q110893542
,,Deformations: Apects of the Modern Grotesque,,1996,,,Q110893543
,,Roy DeCarava: A Retrospective,,1996,,,Q110893540
,,Beuys and After: Contemporary German Drawings,,1996,,,Q110893541
,,Sculpture from the Collection,,1995,,,Q110893517
,,Painting and Sculpture: Recent Acquisitions,,1994,,,Q110893473
,,Master Prints from the Collection,,1994,,,Q110893470
,,Masterworks from the Collection pre-1945,,1993,,,Q110893439
,,Selections from the Permanent Collection of Painting and Sculpture,,1993,,,Q110893437
,,Marco Zanuso and Richard Sapper: Selections from the Design Collection,,1993,,,Q110893443
,,A Print Project by Chuck Close,,1993,,,Q110893442
,,Multiple Images: Photographs Since 1965 from the Collection,,1993,,,Q110893440
,,Pastimes in Prints,,1993,,,Q110893441
,,Projects 41: Gabriel Orozco,,1993,,,Q110893444
,,Preview: The New Austrian Cultural Institute by Raimund Abraham,,1993,,,Q110893446
,,"Modern Drawing: A Selection from the Collection, 1884–1961",,1993,,,Q110893445
,,Projects 42: Moira Dryer,,1993,,,Q110893448
,,Eric Mendelsohn: Drawings from the Collection,,1993,,,Q110893454
,,"New Photography 9: Christopher Giglio, Boris Mihailov, Mark Steinmetz, and Beat Streuli",,1993,,,Q110893449
,,Joan Miró Prints and Books from New York Collections,,1993,,,Q110893451
,,Designed for Speed: Three Automobiles by Ferrari,,1993,,,Q110893452
,,Projects 44: Sarah Lucas and Steven Pippin,,1993,,,Q110893455
,,Projects 43: In Memory of...,,1993,,,Q110893453
,,Gesture and Pose: Twentieth-Century Photographs from the Collection,,1994,,,Q110893456
,,"Three Masters of the Bauhaus: Lyonel Feininger, Vasily Kandinsky, and Paul Klee",,1994,,,Q110893459
,,For 25 Years: Brook Alexander Editions,,1994,,,Q110893457
,,Projects 45: Chuck Hoberman,,1994,,,Q110893461
,,Modern Drawing Part II: A Selection from the Collection 1959–1991,,1994,,,Q110893462
,,Frank Lloyd Wright: Architect,,1994,,,Q110893460
,,Artist's Choice: John Baldessari,,1994,,,Q110893463
,,In Honor of Merce Cunningham,,1994,,,Q110893464
,,Thresholds/Bernard Tschumi: Architecture and Event,,1994,,,Q110893467
,,Projects 46: Karin Sander,,1994,,,Q110893468
,,American Surrealist Photography from the Collection,,1994,,,Q110893465
,,Drawings in Honor of Lily Auchincloss,,1994,,,Q110893469
,,Masterpieces from the David and Peggy Rockefeller Collection: From Manet to Picasso,,1994,,,Q110893471
,,Sense and Sensibility: Women Artists and Minimalism in the 90s,,1994,,,Q110893472
,,Modern British Drawings: A Selection from the Collection,,1994,,,Q110893475
,,Lee Friedlander: Letters from the People,,1994,,,Q110893474
,,Tribute to Anni Albers,,1994,,,Q110893478
,,Metallic Fabrics from the Collection,,1994,,,Q110893479
,,Projects 47: Luc Courchesne,,1994,,,Q110893476
,,The Long View: Works from the Collection,,1994,,,Q110893481
,,Directors' Centennial: Ford/Renoir/Sternberg,,1994,,,Q110893480
,,The Prints of Louise Bourgeois,,1994,,,Q110893483
,,Cy Twombly: A Retrospective,,1994,,,Q110893484
,,American Politicians: Photographs from 1843 to 1993,,1994,,,Q110893487
,,Drawing in Black and White: A Selection of Contemporary Works from the Collection,,1994,,,Q110893485
,,Thresholds/O.M.A. at MoMA: Rem Koolhaas and the Place of Public Architecture,,1994,,,Q110893490
,,"New Photography 10: Shimon Attie, Abelardo Morell, Jorge Ribalta, Michal Rovner",,1994,,,Q110893488
,,A Century of Artists Books,,1994,,,Q110893489
,,Projects 48: Ann Hamilton,,1994,,,Q110893491
,,Jacob Lawrence: The Migration Series,,1995,,,Q110893494
,,Semblances,,1995,,,Q110893495
,,German Expressionist Drawings from the Collection,,1994,,,Q110893493
,,Projects 49: Nancy Rubins,,1995,,,Q110893498
,,Max Beckmann Prints from The Museum of Modern Art,,1995,,,Q110893496
,,Kandinsky: Compositions,,1995,,,Q110893499
,,Typography and the Poster,,1995,,,Q110893502
,,American Sculptors in the 60's: Selected Drawings from the Collection,,1995,,,Q110893505
,,10 Masters of the Modern Poster,,1995,,,Q110893504
,,Projects 50: Tom Friedman,,1995,,,Q110893507
,,Adding It Up: Print Acquisitions 1970–1995,,1995,,,Q110893511
,,Mutant Materials in Contemporary Design,,1995,,,Q110893510
,,Helen Chadwick: Bad Blooms,,1995,,,Q110893508
,,Masterworks from the Louise Reinhardt Smith Collection,,1995,,,Q110893509
,,The United Nations in Perspective,,1995,,,Q110893515
,,Civic Architecture,,1995,,,Q110893514
,,Designing Magic: Disney Animation Art,,1995,,,Q110893513
,,Projects 51: Paul McCarthy,,1995,,,Q110893512
,,Artist's Choice: Elizabeth Murray,,1995,,,Q110893518
,,Video Spaces: Eight Installations,,1995,,,Q110893519
,,The Silence: Photographs by Gilles Peress,,1995,,,Q110893516
,,Stieglitz at Lake George,,1995,,,Q110893523
,,Selections from the Bequest of Nina and Gordon Bunshaft,,1995,,,Q110893522
,,The Human Figure: A Modern Vision,,1995,,,Q110893520
,,Piet Mondrian: 1872–1944,,1995,,,Q110893526
,,Impressions of Nature,,1995,,,Q110893524
,,New Photography 11,,1995,,,Q110893530
,,Piet Mondrian's DeStijl Colleagues,,1995,,,Q110893528
,,Drawings on Chance: Selections from the Permanent Collection,,1995,,,Q110893529
,,"From the Collection: Abstraction, Pure and Impure",,1995,,,Q110893531
,,Published by Joe Fawbush,,1995,,,Q110893534
,,Projects 52: Carrie Mae Weems,,1995,,,Q110893532
,,Film Posters from the Collection,,1995,,,Q110893533
,,Mapping,,1994,,,Q110893486
,,Light Construction,,1995,,,Q110893525
,,Joan Miró,,1993,,,Q110893450
,,Annette Messager,,1995,,,Q110893527
,,Bonnard,,1998,,,Q110893618
,,Tony Smith,,1998,,,Q110893621
,,Aleksandr Rodchenko,,1998,,,Q110893620
,,Refining the Sports Car: Jaguar's E-Type,,1996,,,Q110893546
,,Picasso and Portraiture: Representation and Transformation,,1996,,,Q110893547
,,Come Sunday: Photographs by Thomas Roma,,1996,,,Q110893545
,,Projects 54: Hirsch Perlman,,1996,,,Q110893544
,,From Bauhaus to Pop: Masterworks Given by Philip Johnson,,1996,,,Q110893550
,,Master Prints From the Collection,,1996,,,Q110893548
,,Philip Johnson: Architecture and Design Gifts,,1996,,,Q110893551
,,Projects 55: Pieter Laurens Mol,,1996,,,Q110893554
,,From the Collection: A Century of American Drawings,,1996,,,Q110893549
,,Pictures of the Times: A Century of Photography from the New York Times,,1996,,,Q110893552
,,Antonin Artaud: Works on Paper,,1996,,,Q110893555
,,Recent Gifts Honoring Philip Johnson's Ninetieth Birthday,,1996,,,Q110893553
,,Jasper Johns: A Retrospective,,1996,,,Q110893558
,,Simple Gifts: A Selection of Gifts to the Collection from Lily Auchincloss,,1996,,,Q110893557
,,Jasper Johns: Process and Printmaking,,1996,,,Q110893556
,,"New Photography 12: Richard Billingham, Thomas Demand, Thomas Demand, Osamu Kanemura, Sophie Ristlehueber, Georgina Starr, Wolfgang Tillmans",,1996,,,Q110893559
,,More Weight,,1996,,,Q110893560
,,Projects 56: General Idea,,1996,,,Q110893561
,,Selections from the Collection,,1997,,,Q110893581
,,"The Maximal Sixties: Pop, Op, and Figuration",,1997,,,Q110893562
,,Projects 57: Bul Lee/Chie Matsui,,1997,,,Q110893563
,,A Singular Vision: Prints from Landfall Press,,1997,,,Q110893567
,,"Willem de Kooning: The Late Paintings, The 1980s",,1997,,,Q110893565
,,Masterworks from the Florene May Schoenborn Bequest,,1997,,,Q110893566
,,Fantastic Prints,,1997,,,Q110893568
,,American Photography 1890–1965 from the Collection,,1997,,,Q110893570
,,Recent Acquisitions: American Photography,,1997,,,Q110893569
,,From The Grace M. Mayer Collection,,1997,,,Q110893575
,,Projects 59: Architecture as Metaphor,,1997,,,Q110893574
,,The Photomontages of Hannah Höch,,1997,,,Q110893572
,,Projects 58: Rikrit Tiravanija,,1997,,,Q110893573
,,"Brought to Light: Black Cinema, 1921–1959: Selections from the James E. Wheeler Collection",,1997,,,Q110893576
,,Photographs from S-21 1975–79,,1997,,,Q110893578
,,More than One: Twentieth-Century Print Portfolio,,1997,,,Q110893579
,,Toward the New Museum of Modern Art: Sketchbooks of Ten Architects,,1997,,,Q110893577
,,Recent Acquisitions in Modern Drawings,,1997,,,Q110893582
,,Objects of Desire: The Modern Still Life,,1997,,,Q110893580
,,Film Posters from the Collection,,1998,,,Q110893617
,,Stenberg Brothers: Constructing a Revolution in Soviet Design,,1997,,,Q110893583
,,"Projects 60: John Currin, Elizabeth Peyton, Luc Tuymans",,1997,,,Q110893586
,,Object and Abstraction: Contemporary Photographs from the Collection,,1997,,,Q110893587
,,Paris-the 1890s,,1997,,,Q110893584
,,Ellsworth Kelly: 15 Works on Paper 1949–1958,,1997,,,Q110893591
,,From Henri Toulouse Lautrec to Andy Warhol: Exploring Techniques,,1997,,,Q110893590
,,Cindy Sherman: The Complete Untitled Film Stills,,1997,,,Q110893585
,,A Decade of Collecting: Recent Acquisitions in Contemporary Drawing,,1997,,,Q110893588
,,New Concepts in Printmaking 1: Peter Halley,,1997,,,Q110893589
,,Projects 61: Franz West,,1997,,,Q110893592
,,On the Edge: Contemporary Art from the Werner and Elaine Dannheisser Collection,,1997,,,Q110893593
,,"Egon Schiele: The Leopold Collection, Vienna",,1997,,,Q110893594
,,Vienna/Permanent Collection,,1997,,,Q110893595
,,The Hubley Studio: A Home for Animation,,1997,,,Q110893599
,,Projects 62: Steve McQueen,,1997,,,Q110893598
,,"New Photography 13, Rineke Dijkstra, An My Le, Vic Muniz, Kuni‚ Sigiura",,1997,,,Q110893597
,,Achille Castiglioni: Design!,,1997,,,Q110893596
,,Reinstallation of the Museum Collection: Contemporary Photographs,,1998,,,Q110893600
,,From the Collection: Drawing in Latin America,,1998,,,Q110893602
,,Garry Winogrand: Selections from a Major Acquisition,,1998,,,Q110893601
,,Fabrications: The Tectonic Garden,,1998,,,Q110893603
,,Alvar Aalto: Between Humanism and Materialism,,1998,,,Q110893605
,,Focus: Chuck Close: Editioned Works,,1998,,,Q110893606
,,"""Maria Magdalena Campos-Pons, Spoken Softly with Mama”",,1998,,,Q110893610
,,The Clutter of Happenstance: Photographs by Robert Cumming,,1998,,,Q110893611
,,Rethinking the Modern: Three Proposals for The Museum Of Modern Art,,1998,,,Q110893609
,,Artists and Subjects: Picasso to Stella,,1998,,,Q110893608
,,New Concepts in Printmaking 2: Willie Cole,,1998,,,Q110893615
,,"Projects 63: Karin Davie, Udomsak Krisanamis, Bruce Pearson, Fred Tomaselli",,1998,,,Q110893614
,,"Studio in a School, A Home in the City: Children's 100th Birthday Celebration",,1998,,,Q110893613
,,"Elements of the Natural 1950–1992, Selections from the Collection",,1998,,,Q110893612
,,New Video Acquisitions: Four Voices,,1998,,,Q110893619
,,Giacometti to Judd: Prints by Sculptors,,1998,,,Q110893616
,,Love Forever: Yayoi Kusama 1958–1968,,1998,,,Q110893622
,,David Goldblatt: Photographs of South Africa,,1998,,,Q110893623
,,The New York School,,1998,,,Q110893626
,,More Pieces for the Puzzle: Recent Additions to the Collection,,1998,,,Q110893625
,,"UFA Film Posters, 1918–1943",,1998,,,Q110893627
,,Projects 64: Diana Thater,,1998,,,Q110893628
,,Zhang Peili: Eating,,1998,,,Q110893630
,,Focus: Pollock and Printmaking,,1998,,,Q110893631
,,New Photography 14,,1998,,,Q110893629
,,Dubuffet to de Kooning: Expressionist Prints from Europe and America,,1998,,,Q110893632
,,Projects 65: Maurizio Cattelan,,1998,,,Q110893635
,,Miró's Black and Red Series: New Acquisitions,,1998,,,Q110893638
,,Structure and Surface: Contemporary Japanese Textiles,,1998,,,Q110893636
,,Projects 66: Campana/Ingo Maurer,,1998,,,Q110893639
,,American Art 1940–1970: Selections from the Collection,,1998,,,Q110893640
,,Julia Margaret Cameron's Women,,1999,,,Q110893642
,,"Sight Gags: Caricature, Grotesque, and Wit in Modern and Contemporary Drawing",,1999,,,Q110893641
,,Projects 67: Elaine Reichek,,1999,,,Q110893643
,,Pop Impressions Europe/USA: Prints and Multiples from the Museum of Modern Art,,1999,,,Q110893644
,,The Museum as Muse: Artists Reflect,,1999,,,Q110893646
,,Mary Lucier: Flood Songs,,1999,,,Q110893645
,,Ellsworth Kelly: Sculpture for a Large Wall and Other Recent Acquisitions,,1999,,,Q110893647
,,Jackson Pollock,,1998,,,Q110893634
,,Fernand Léger,,1998,,,Q110893604
,,Chuck Close,,1998,,,Q110893607
,,Manuel Alvarez Bravo,,1997,,,Q110893571
,,Unreal City,,1999,,,Q110893676
,,Tall Buildings,,2004,,,Q110893742
,,Ansel Adams at 100,,2001,,,Q110893701
,,Unique Forms of Continuity in Space,,1999,,,Q110893665
,,The Armory Show,,1999,,,Q110893677
,,Alberto Giacometti,,2001,,,Q110893704
,,Max Beckmann,,2003,,,Q110893726
,,Maria Fernanda Cardoso,,1999,,,Q110893670
,,Andreas Gursky,,2001,,,Q110893695
,,Cindy Sherman: The Complete Untitled Film Stills,,2000,,,Q110893689
,,Projects 71: John Bock,,2000,,,Q110893685
,,Collection Highlights,,2000,,,Q110893687
,,Projects 70: Banners (Cycle II),,2000,,,Q110893684
,,Minimalism and After,,2000,,,Q110893690
,,"Projects 70: Janine Antoni, Shahzia Sikander, Kara Walker",,2000,,,Q110893691
,,Projects 72: John Armleder/Piotr Uklanski,,2000,,,Q110893688
,,Tempo,,2002,,,Q110893713
,,Alfred Hitchcock Centenary,,1999,,,Q110893650
,,Projects 68: William Kentridge,,1999,,,Q110893649
,,"Sigmar Polke: Works on Paper, 1963–1974",,1999,,,Q110893648
